1001;models/grass.obj;textures/grass01.png;0.000000;0.000000;0.000000;90.000000;0.000000;0.000000;1.000000;
1002;models/qube.obj;textures/texture.jpg;-8.572618;-2.234413;0.000000;0.000000;0.000000;33.251900;0.297281;
1003;models/qube.obj;textures/texture.jpg;3.189703;-7.988128;0.000000;0.000000;0.000000;3.155370;0.297281;
1004;models/qube.obj;textures/texture.jpg;7.538223;-4.034028;0.000000;0.000000;0.000000;97.969849;0.297281;
1005;models/qube.obj;textures/texture.jpg;1.582354;3.441298;0.000000;0.000000;0.000000;300.702362;0.297281;
1006;models/qube.obj;textures/texture.jpg;4.076876;-0.271096;0.000000;0.000000;0.000000;73.723900;0.297281;
1007;models/qube.obj;textures/texture.jpg;4.387249;-0.567736;0.000000;0.000000;0.000000;164.407913;0.297281;
1008;models/qube.obj;textures/texture.jpg;8.084810;4.399884;0.000000;0.000000;0.000000;38.872402;0.297281;
1009;models/qube.obj;textures/texture.jpg;1.782861;-2.065767;0.000000;0.000000;0.000000;263.867798;0.297281;
1010;models/qube.obj;textures/texture.jpg;1.961394;1.303293;0.000000;0.000000;0.000000;129.720764;0.297281;
