1001;models/grass.obj;textures/grass01.png;0.000000;0.000000;0.000000;90.000000;0.000000;0.000000;1.000000;
1002;models/qube.obj;textures/texture.jpg;-8.128208;7.103153;0.000000;0.000000;0.000000;104.116249;0.437727;
1003;models/qube.obj;textures/texture.jpg;-4.908566;4.843196;0.000000;0.000000;0.000000;147.447800;0.437727;
1004;models/qube.obj;textures/texture.jpg;-5.364513;2.305277;0.000000;0.000000;0.000000;216.887848;0.437727;
1005;models/qube.obj;textures/texture.jpg;-0.870968;-0.605640;0.000000;0.000000;0.000000;214.619919;0.437727;
1006;models/qube.obj;textures/texture.jpg;2.425031;6.386272;0.000000;0.000000;0.000000;297.536041;0.437727;
1007;models/qube.obj;textures/texture.jpg;2.245949;3.976348;0.000000;0.000000;0.000000;203.105011;0.437727;
1008;models/qube.obj;textures/texture.jpg;-2.247597;-5.683126;0.000000;0.000000;0.000000;264.908630;0.437727;
1009;models/qube.obj;textures/texture.jpg;0.992371;7.291574;0.000000;0.000000;0.000000;87.189003;0.437727;
1010;models/qube.obj;textures/texture.jpg;-5.599078;1.885036;0.000000;0.000000;0.000000;250.764252;0.437727;
1011;models/qube.obj;textures/texture.jpg;1.523026;-2.676626;0.000000;0.000000;0.000000;177.511459;0.437727;
