1001;models/grass.obj;textures/grass01.png;0.000000;0.000000;0.000000;90.000000;0.000000;0.000000;1.000000;
1002;models/qube.obj;textures/texture.jpg;-7.699179;6.761467;0.000000;0.000000;0.000000;234.735413;0.609638;
1003;models/qube.obj;textures/texture.jpg;-3.201788;-7.113590;0.000000;0.000000;0.000000;181.313248;0.609638;
1004;models/qube.obj;textures/texture.jpg;-4.912412;-3.774743;0.000000;0.000000;0.000000;330.272980;0.609638;
1005;models/qube.obj;textures/texture.jpg;0.920957;2.930418;0.000000;0.000000;0.000000;41.118412;0.609638;
1006;models/qube.obj;textures/texture.jpg;-0.134312;-2.175634;0.000000;0.000000;0.000000;178.355087;0.609638;
1007;models/qube.obj;textures/texture.jpg;5.280465;0.166722;0.000000;0.000000;0.000000;137.269547;0.609638;
1008;models/qube.obj;textures/texture.jpg;3.386913;0.578722;0.000000;0.000000;0.000000;217.654770;0.609638;
1009;models/qube.obj;textures/texture.jpg;-1.886685;-8.893979;0.000000;0.000000;0.000000;254.127777;0.609638;
1010;models/qube.obj;textures/texture.jpg;-7.188848;2.215186;0.000000;0.000000;0.000000;309.905518;0.609638;
1011;models/qube.obj;textures/texture.jpg;-0.152989;4.452070;0.000000;0.000000;0.000000;178.387955;0.609638;
